Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Month_Name,Order_Quarter,Order_Day,Weekday,Is_Weekend,Sales_per_Quantity,Profit_Margin,Order_Week,Day_of_Week,Shipping_Days,Discount_Flag,Customer_Order_Count,Product_Order_Count
1146,CA-2014-146969,2014-09-29,2014-10-03,3,AP-10915,Arthur Prichep,0,United States,266,3,90045,3,OFF-ST-10004340,1,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0.0,16.7886,2014,9,September,3,29,Monday,0,62.18,27.0,40,Monday,4,0,31,10
1147,CA-2015-112452,2015-04-04,2015-04-04,1,NC-18340,Nat Carroll,0,United States,242,20,48911,0,OFF-AP-10003849,1,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346,2015,4,April,2,4,Saturday,1,322.038,16.666666666666664,14,Saturday,0,1,17,6
1148,CA-2015-112452,2015-04-04,2015-04-04,1,NC-18340,Nat Carroll,0,United States,242,20,48911,0,OFF-FA-10000735,1,Fasteners,Staples,5.84,2,0.0,2.628,2015,4,April,2,4,Saturday,1,2.92,45.0,14,Saturday,0,0,17,46
1149,CA-2015-112452,2015-04-04,2015-04-04,1,NC-18340,Nat Carroll,0,United States,242,20,48911,0,OFF-BI-10003350,1,Binders,Acco Expandable Hanging Binders,12.76,2,0.0,5.8696,2015,4,April,2,4,Saturday,1,6.38,46.0,14,Saturday,0,0,17,4
1150,CA-2015-112452,2015-04-04,2015-04-04,1,NC-18340,Nat Carroll,0,United States,242,20,48911,0,TEC-PH-10000307,2,Phones,Shocksock Galaxy S4 Armband,10.95,1,0.0,0.438,2015,4,April,2,4,Saturday,1,10.95,4.0,14,Saturday,0,0,17,3
1151,CA-2015-112452,2015-04-04,2015-04-04,1,NC-18340,Nat Carroll,0,United States,242,20,48911,0,TEC-CO-10004202,2,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0.0,209.993,2015,4,April,2,4,Saturday,1,299.99,35.0,14,Saturday,0,0,17,7
1152,CA-2015-113971,2015-05-08,2015-05-14,3,CB-12535,Claudia Bergmann,1,United States,108,33,44221,1,FUR-FU-10001852,0,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2528,2015,5,May,2,8,Friday,0,1.392,15.0,19,Friday,6,1,19,5
1153,CA-2017-160395,2016-12-31,2017-01-06,3,KL-16555,Kelly Lampkin,1,United States,403,26,89502,3,OFF-AR-10003759,1,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2,0.0,1.638,2016,12,December,4,31,Saturday,1,1.82,44.99999999999999,52,Saturday,6,0,22,7
1154,CA-2017-160395,2016-12-31,2017-01-06,3,KL-16555,Kelly Lampkin,1,United States,403,26,89502,3,OFF-BI-10003984,1,Binders,Lock-Up Easel 'Spel-Binder',159.768,7,0.2,53.9217,2016,12,December,4,31,Saturday,1,22.824,33.75,52,Saturday,6,1,22,7
1155,CA-2014-136567,2014-12-20,2014-12-21,0,PS-19045,Penelope Sewall,2,United States,190,44,22801,2,OFF-ST-10004337,1,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0.0,0.0,2014,12,December,4,20,Saturday,1,61.24,0.0,51,Saturday,1,0,13,5
1156,CA-2014-136567,2014-12-20,2014-12-21,0,PS-19045,Penelope Sewall,2,United States,190,44,22801,2,FUR-TA-10001932,0,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,0.0,493.7856,2014,12,December,4,20,Saturday,1,320.64,22.0,51,Saturday,1,0,13,6
1157,CA-2014-136567,2014-12-20,2014-12-21,0,PS-19045,Penelope Sewall,2,United States,190,44,22801,2,OFF-BI-10003982,1,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0.0,29.2857,2014,12,December,4,20,Saturday,1,20.77,47.0,51,Saturday,1,0,13,10
1158,CA-2014-136567,2014-12-20,2014-12-21,0,PS-19045,Penelope Sewall,2,United States,190,44,22801,2,FUR-TA-10000617,0,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0.0,100.122,2014,12,December,4,20,Saturday,1,227.55,22.0,51,Saturday,1,0,13,6
1159,CA-2016-149314,2016-07-02,2016-07-07,2,GB-14530,George Bell,1,United States,266,3,90004,3,FUR-CH-10002126,0,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184,2016,7,July,3,2,Saturday,1,195.184,10.0,26,Saturday,5,1,20,4
1160,CA-2017-147039,2017-06-29,2017-07-04,3,AA-10315,Alex Avila,0,United States,300,21,55407,0,OFF-AP-10000576,1,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0.0,90.735,2017,6,June,2,29,Thursday,0,120.98,25.0,26,Thursday,5,0,11,4
1161,CA-2017-147039,2017-06-29,2017-07-04,3,AA-10315,Alex Avila,0,United States,300,21,55407,0,OFF-BI-10004654,1,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0.0,5.77,2017,6,June,2,29,Thursday,0,5.77,50.0,26,Thursday,5,0,11,8
1162,CA-2014-126522,2014-09-01,2014-09-05,2,LT-16765,Larry Tron,0,United States,143,3,92025,3,OFF-AR-10004042,1,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0.0,15.6426,2014,9,September,3,1,Monday,0,17.98,29.000000000000004,36,Monday,4,0,3,6
1163,CA-2014-127964,2014-03-03,2014-03-08,3,AP-10720,Anne Pryor,2,United States,329,30,10035,1,TEC-PH-10004700,2,Phones,PowerGen Dual USB Car Charger,9.99,1,0.0,4.5954,2014,3,March,1,3,Monday,0,9.99,46.0,10,Monday,5,0,19,4
1164,CA-2014-127964,2014-03-03,2014-03-08,3,AP-10720,Anne Pryor,2,United States,329,30,10035,1,OFF-BI-10004593,1,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872,2014,3,March,1,3,Monday,0,41.92,32.5,10,Monday,5,1,19,8
1165,CA-2014-127964,2014-03-03,2014-03-08,3,AP-10720,Anne Pryor,2,United States,329,30,10035,1,OFF-BI-10003429,1,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785,2014,3,March,1,3,Monday,0,5.064,36.25,10,Monday,5,1,19,9
1166,CA-2014-117709,2014-05-04,2014-05-08,3,PM-18940,Paul MacIntyre,0,United States,215,20,49201,0,OFF-BI-10001294,1,Binders,Fellowes Binding Cases,46.8,4,0.0,21.06,2014,5,May,2,4,Sunday,1,11.7,45.0,18,Sunday,4,0,4,5
1167,CA-2015-125416,2015-11-02,2015-11-02,1,KC-16540,Kelly Collister,0,United States,452,45,98115,3,TEC-AC-10001552,2,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0.0,49.2723,2015,11,November,4,2,Monday,0,49.77,11.0,45,Monday,0,0,5,5
1168,CA-2017-145226,2017-12-08,2017-12-10,2,DL-13315,Delfina Latchford,0,United States,329,30,10035,1,FUR-FU-10004952,0,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388,2017,12,December,4,8,Friday,0,54.74,31.0,49,Friday,2,0,17,4
1169,CA-2017-145226,2017-12-08,2017-12-10,2,DL-13315,Delfina Latchford,0,United States,329,30,10035,1,OFF-ST-10004123,1,Storage,Safco Industrial Wire Shelving System,272.94,3,0.0,0.0,2017,12,December,4,8,Friday,0,90.98,0.0,49,Friday,2,0,17,8
1170,CA-2017-145226,2017-12-08,2017-12-10,2,DL-13315,Delfina Latchford,0,United States,329,30,10035,1,OFF-PA-10003172,1,Paper,Xerox 1996,19.44,3,0.0,9.3312,2017,12,December,4,8,Friday,0,6.48,48.00000000000001,49,Friday,2,0,17,8
1171,CA-2017-145226,2017-12-08,2017-12-10,2,DL-13315,Delfina Latchford,0,United States,329,30,10035,1,OFF-ST-10002352,1,Storage,Iris Project Case,31.92,4,0.0,8.2992,2017,12,December,4,8,Friday,0,7.98,26.0,49,Friday,2,0,17,6
1172,US-2014-100279,2014-03-10,2014-03-14,3,SW-20275,Scott Williamson,0,United States,421,20,48073,0,OFF-PA-10002259,1,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,0.0,10.7424,2014,3,March,1,10,Monday,0,11.19,48.00000000000001,11,Monday,4,0,7,3
1173,CA-2014-158064,2014-04-21,2014-04-25,3,AA-10375,Allen Armold,0,United States,266,3,90008,3,OFF-BI-10002976,1,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755,2014,4,April,2,21,Monday,0,3.304,33.75,17,Monday,4,1,15,4
1174,US-2015-104430,2015-10-22,2015-10-26,3,LT-17110,Liz Thompson,0,United States,41,11,61701,0,OFF-BI-10000301,1,Binders,GBC Instant Report Kit,5.176,4,0.8,-7.764,2015,10,October,4,22,Thursday,0,1.294,-150.0,43,Thursday,4,1,14,13
1175,CA-2015-132080,2015-08-22,2015-08-25,0,DP-13105,Dave Poirier,1,United States,329,30,10035,1,OFF-BI-10003694,1,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864,2015,8,August,3,22,Saturday,1,8.352,32.5,34,Saturday,3,1,14,6
1176,CA-2016-161207,2016-08-29,2016-09-03,3,AB-10060,Adam Bellavance,2,United States,96,27,3301,1,OFF-SU-10000381,1,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.0997,2016,8,August,3,29,Monday,0,9.31,29.000000000000004,35,Monday,5,0,18,8
1177,CA-2014-120243,2014-12-27,2014-12-30,2,AT-10435,Alyssa Tate,2,United States,266,3,90004,3,OFF-LA-10004425,1,Labels,Staple-on labels,11.56,4,0.0,5.4332,2014,12,December,4,27,Saturday,1,2.89,47.0,52,Saturday,3,0,9,5
1178,CA-2016-113621,2016-12-01,2016-12-05,3,JE-15745,Joel Eaton,0,United States,414,18,20852,1,FUR-CH-10001270,0,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0.0,51.75,2016,12,December,4,1,Thursday,0,86.25,30.0,48,Thursday,4,0,23,8
1179,CA-2016-113621,2016-12-01,2016-12-05,3,JE-15745,Joel Eaton,0,United States,414,18,20852,1,TEC-PH-10003931,2,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0.0,44.9925,2016,12,December,4,1,Thursday,0,59.99,25.0,48,Thursday,4,0,23,6
1180,CA-2016-168081,2016-04-24,2016-04-27,2,CA-12055,Cathy Armstrong,2,United States,207,41,77070,0,TEC-AC-10003174,2,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,2016,4,April,2,24,Sunday,1,86.23200000000001,25.0,16,Sunday,3,1,10,6
1181,CA-2014-128146,2014-06-21,2014-06-25,3,DB-13060,Dave Brooks,0,United States,240,28,8701,1,TEC-PH-10004539,2,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911,2014,6,June,2,21,Saturday,1,188.99,27.0,25,Saturday,4,0,13,7
1182,CA-2014-128146,2014-06-21,2014-06-25,3,DB-13060,Dave Brooks,0,United States,240,28,8701,1,OFF-AR-10001919,1,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0.0,1.0904,2014,6,June,2,21,Saturday,1,1.88,29.000000000000004,25,Saturday,4,0,13,7
1183,CA-2017-138779,2017-01-14,2017-01-15,0,RB-19570,Rob Beeghly,0,United States,216,31,28540,2,OFF-EN-10002504,1,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1,0.2,7.3386,2017,1,January,1,14,Saturday,1,21.744,33.75,2,Saturday,1,1,9,7
1184,CA-2017-138779,2017-01-14,2017-01-15,0,RB-19570,Rob Beeghly,0,United States,216,31,28540,2,TEC-PH-10003655,2,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.693,2017,1,January,1,14,Saturday,1,1.584,8.75,2,Saturday,1,1,9,2
1185,CA-2014-127131,2014-11-24,2014-11-30,3,HR-14830,Harold Ryan,1,United States,452,45,98103,3,OFF-BI-10004656,1,Binders,Peel & Stick Add-On Corner Pockets,12.096,7,0.2,4.2336,2014,11,November,4,24,Monday,0,1.728,35.0,48,Monday,6,1,14,7
1186,CA-2014-127131,2014-11-24,2014-11-30,3,HR-14830,Harold Ryan,1,United States,452,45,98103,3,OFF-ST-10002344,1,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,0.0,9.7176,2014,11,November,4,24,Monday,0,80.98,2.0,48,Monday,6,0,14,8
1187,CA-2014-127131,2014-11-24,2014-11-30,3,HR-14830,Harold Ryan,1,United States,452,45,98103,3,OFF-PA-10001800,1,Paper,Xerox 220,25.92,4,0.0,12.4416,2014,11,November,4,24,Monday,0,6.48,47.99999999999999,48,Monday,6,0,14,8
1188,CA-2014-127131,2014-11-24,2014-11-30,3,HR-14830,Harold Ryan,1,United States,452,45,98103,3,OFF-ST-10000036,1,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,0.0,53.3466,2014,11,November,4,24,Monday,0,98.79,27.0,48,Monday,6,0,14,6
1189,CA-2017-117212,2017-02-26,2017-02-28,2,BT-11530,Bradley Talbott,2,United States,266,3,90036,3,OFF-AP-10004532,1,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0.0,22.1184,2017,2,February,1,26,Sunday,1,20.48,27.0,8,Sunday,2,0,10,6
1190,CA-2017-117212,2017-02-26,2017-02-28,2,BT-11530,Bradley Talbott,2,United States,266,3,90036,3,TEC-PH-10004447,2,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,0.2,66.7152,2017,2,February,1,26,Sunday,1,111.192,7.5,8,Sunday,2,1,10,8
1191,CA-2017-117212,2017-02-26,2017-02-28,2,BT-11530,Bradley Talbott,2,United States,266,3,90036,3,FUR-CH-10003973,0,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224,2017,2,February,1,26,Sunday,1,297.408,10.0,8,Sunday,2,1,10,8
1192,CA-2017-117212,2017-02-26,2017-02-28,2,BT-11530,Bradley Talbott,2,United States,266,3,90036,3,OFF-PA-10001970,1,Paper,Xerox 1908,223.92,4,0.0,109.7208,2017,2,February,1,26,Sunday,1,55.98,49.0,8,Sunday,2,0,10,7
1193,CA-2017-117212,2017-02-26,2017-02-28,2,BT-11530,Bradley Talbott,2,United States,266,3,90036,3,OFF-PA-10000682,1,Paper,Xerox 1924,23.12,4,0.0,11.3288,2017,2,February,1,26,Sunday,1,5.78,48.99999999999999,8,Sunday,2,0,10,4
1194,US-2015-130519,2015-09-15,2015-09-15,1,NG-18355,Nat Gilpin,1,United States,102,8,33065,2,OFF-PA-10001937,1,Paper,Xerox 21,15.552,3,0.2,5.4432,2015,9,September,3,15,Tuesday,0,5.184,35.0,38,Tuesday,0,1,16,7
1195,US-2015-130519,2015-09-15,2015-09-15,1,NG-18355,Nat Gilpin,1,United States,102,8,33065,2,FUR-FU-10002268,0,Furnishings,Ultra Door Push Plate,15.712,4,0.2,2.5532,2015,9,September,3,15,Tuesday,0,3.928,16.25,38,Tuesday,0,1,16,7
1196,US-2015-130519,2015-09-15,2015-09-15,1,NG-18355,Nat Gilpin,1,United States,102,8,33065,2,OFF-ST-10001321,1,Storage,"Decoflex Hanging Personal Folder File, Blue",24.672,2,0.2,2.1588,2015,9,September,3,15,Tuesday,0,12.336,8.75,38,Tuesday,0,1,16,9
1197,US-2015-130519,2015-09-15,2015-09-15,1,NG-18355,Nat Gilpin,1,United States,102,8,33065,2,FUR-FU-10003394,0,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.2,-2.0988,2015,9,September,3,15,Tuesday,0,55.968,-3.75,38,Tuesday,0,1,16,7
1198,CA-2016-130946,2016-04-08,2016-04-12,3,ZC-21910,Zuschuss Carroll,0,United States,207,41,77041,0,TEC-AC-10001990,2,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,2016,4,April,2,8,Friday,0,47.992,15.0,14,Friday,4,1,31,5
1199,CA-2016-130946,2016-04-08,2016-04-12,3,ZC-21910,Zuschuss Carroll,0,United States,207,41,77041,0,FUR-CH-10004540,0,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,2016,4,April,2,8,Friday,0,23.996,-4.285714285714286,14,Friday,4,1,31,6
1200,CA-2016-130946,2016-04-08,2016-04-12,3,ZC-21910,Zuschuss Carroll,0,United States,207,41,77041,0,OFF-BI-10004995,1,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464,2016,4,April,2,8,Friday,0,272.198,-170.00000000000003,14,Friday,4,1,31,6
1201,CA-2016-114727,2016-07-18,2016-07-24,3,LS-16945,Linda Southworth,1,United States,120,4,80219,3,FUR-CH-10002335,0,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006,2016,7,July,3,18,Monday,0,181.336,7.5,29,Monday,6,1,14,9
1202,CA-2016-114727,2016-07-18,2016-07-24,3,LS-16945,Linda Southworth,1,United States,120,4,80219,3,OFF-BI-10004967,1,Binders,Round Ring Binders,1.872,3,0.7,-1.4352,2016,7,July,3,18,Monday,0,0.624,-76.66666666666666,29,Monday,6,1,14,6
1203,CA-2016-114727,2016-07-18,2016-07-24,3,LS-16945,Linda Southworth,1,United States,120,4,80219,3,FUR-CH-10002331,0,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,0.2,10.6794,2016,7,July,3,18,Monday,0,284.784,1.25,29,Monday,6,1,14,6
1204,CA-2016-114727,2016-07-18,2016-07-24,3,LS-16945,Linda Southworth,1,United States,120,4,80219,3,OFF-ST-10002292,1,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.2,0.0,2016,7,July,3,18,Monday,0,296.784,0.0,29,Monday,6,1,14,2
1205,CA-2016-114727,2016-07-18,2016-07-24,3,LS-16945,Linda Southworth,1,United States,120,4,80219,3,OFF-ST-10000689,1,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,2016,7,July,3,18,Monday,0,112.68,-10.0,29,Monday,6,1,14,7
1206,CA-2017-133235,2017-08-01,2017-08-04,0,LH-16750,Larry Hughes,0,United States,74,31,28205,2,TEC-PH-10002660,2,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975,2017,8,August,3,1,Tuesday,0,54.392,6.25,31,Tuesday,3,1,3,6
1207,CA-2016-137050,2016-07-14,2016-07-18,2,SW-20755,Steven Ward,1,United States,329,30,10009,1,OFF-ST-10004634,1,Storage,"Personal Folder Holder, Ebony",11.21,1,0.0,3.363,2016,7,July,3,14,Thursday,0,11.21,30.0,28,Thursday,4,0,8,6
1208,CA-2016-137050,2016-07-14,2016-07-18,2,SW-20755,Steven Ward,1,United States,329,30,10009,1,OFF-BI-10002160,1,Binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004,2016,7,July,3,14,Thursday,0,3.048,35.0,28,Thursday,4,1,8,7
1209,CA-2016-137050,2016-07-14,2016-07-18,2,SW-20755,Steven Ward,1,United States,329,30,10009,1,OFF-FA-10002988,1,Fasteners,Ideal Clamps,14.07,7,0.0,6.8943,2016,7,July,3,14,Thursday,0,2.01,49.0,28,Thursday,4,0,8,8
1210,CA-2016-137050,2016-07-14,2016-07-18,2,SW-20755,Steven Ward,1,United States,329,30,10009,1,OFF-AR-10004999,1,Art,Newell 315,41.86,7,0.0,10.465,2016,7,July,3,14,Thursday,0,5.98,25.0,28,Thursday,4,0,8,6
1211,CA-2016-137050,2016-07-14,2016-07-18,2,SW-20755,Steven Ward,1,United States,329,30,10009,1,OFF-BI-10001031,1,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836,2016,7,July,3,14,Thursday,0,4.272,33.75,28,Thursday,4,1,8,8
1212,CA-2016-137050,2016-07-14,2016-07-18,2,SW-20755,Steven Ward,1,United States,329,30,10009,1,FUR-BO-10004695,0,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,0.2,21.7176,2016,7,July,3,14,Thursday,0,144.784,3.75,28,Thursday,4,1,8,7
1213,US-2017-118087,2017-09-09,2017-09-13,3,SP-20620,Stefania Perrino,1,United States,374,36,19134,1,FUR-CH-10004860,0,Chairs,Global Low Back Tilter Chair,141.372,2,0.3,-48.4704,2017,9,September,3,9,Saturday,1,70.686,-34.28571428571428,36,Saturday,4,1,24,8
1214,US-2017-118087,2017-09-09,2017-09-13,3,SP-20620,Stefania Perrino,1,United States,374,36,19134,1,OFF-BI-10002432,1,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,0.7,-2.3276,2017,9,September,3,9,Saturday,1,1.518,-76.66666666666666,36,Saturday,4,1,24,8
1215,US-2017-118087,2017-09-09,2017-09-13,3,SP-20620,Stefania Perrino,1,United States,374,36,19134,1,OFF-BI-10000069,1,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,0.7,-3.6024,2017,9,September,3,9,Saturday,1,4.503,-80.0,36,Saturday,4,1,24,8
1216,US-2017-118087,2017-09-09,2017-09-13,3,SP-20620,Stefania Perrino,1,United States,374,36,19134,1,OFF-AR-10003602,1,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,0.2,1.5768,2017,9,September,3,9,Saturday,1,4.672,33.75,36,Saturday,4,1,24,7
1217,US-2017-118087,2017-09-09,2017-09-13,3,SP-20620,Stefania Perrino,1,United States,374,36,19134,1,TEC-AC-10004469,2,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764,2017,9,September,3,9,Saturday,1,31.96,30.0,36,Saturday,4,1,24,10
1218,US-2017-118087,2017-09-09,2017-09-13,3,SP-20620,Stefania Perrino,1,United States,374,36,19134,1,FUR-FU-10001867,0,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024,2017,9,September,3,9,Saturday,1,8.512,10.0,36,Saturday,4,1,24,3
1219,US-2017-118087,2017-09-09,2017-09-13,3,SP-20620,Stefania Perrino,1,United States,374,36,19134,1,TEC-AC-10003174,2,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,2017,9,September,3,9,Saturday,1,86.23200000000001,25.0,36,Saturday,4,1,24,6
1220,US-2017-118087,2017-09-09,2017-09-13,3,SP-20620,Stefania Perrino,1,United States,374,36,19134,1,TEC-PH-10002200,2,Phones,Samsung Galaxy Note 2,1931.958,7,0.4,-386.3916,2017,9,September,3,9,Saturday,1,275.994,-20.0,36,Saturday,4,1,24,2
1221,CA-2014-110184,2014-07-12,2014-07-16,3,BF-11170,Ben Ferrer,2,United States,266,3,90036,3,OFF-ST-10000107,1,Storage,Fellowes Super Stor/Drawer,249.75,9,0.0,44.955,2014,7,July,3,12,Saturday,1,27.75,18.0,28,Saturday,4,0,27,4
1222,CA-2014-110184,2014-07-12,2014-07-16,3,BF-11170,Ben Ferrer,2,United States,266,3,90036,3,TEC-PH-10000439,2,Phones,GE DSL Phone Line Filter,255.936,8,0.2,28.7928,2014,7,July,3,12,Saturday,1,31.992,11.249999999999998,28,Saturday,4,1,27,4
1223,CA-2016-126004,2016-12-04,2016-12-05,0,BM-11140,Becky Martin,0,United States,329,30,10024,1,FUR-FU-10001602,0,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0.0,20.4822,2016,12,December,4,4,Sunday,1,37.93,18.0,48,Sunday,1,0,16,6
1224,CA-2016-126004,2016-12-04,2016-12-05,0,BM-11140,Becky Martin,0,United States,329,30,10024,1,TEC-AC-10001432,2,Accessories,Enermax Aurora Lite Keyboard,78.15,1,0.0,34.386,2016,12,December,4,4,Sunday,1,78.15,44.0,48,Sunday,1,0,16,5
1225,CA-2016-126004,2016-12-04,2016-12-05,0,BM-11140,Becky Martin,0,United States,329,30,10024,1,OFF-BI-10004656,1,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,0.2,0.6048,2016,12,December,4,4,Sunday,1,1.728,35.0,48,Sunday,1,1,16,7
1226,CA-2016-126004,2016-12-04,2016-12-05,0,BM-11140,Becky Martin,0,United States,329,30,10024,1,OFF-PA-10001685,1,Paper,Easy-staple paper,40.56,4,0.0,19.8744,2016,12,December,4,4,Sunday,1,10.14,49.0,48,Sunday,1,0,16,46
1227,CA-2016-126004,2016-12-04,2016-12-05,0,BM-11140,Becky Martin,0,United States,329,30,10024,1,OFF-ST-10001418,1,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0.0,3.6588,2016,12,December,4,4,Sunday,1,60.98,2.0,48,Sunday,1,0,16,5
1228,CA-2016-126004,2016-12-04,2016-12-05,0,BM-11140,Becky Martin,0,United States,329,30,10024,1,OFF-ST-10000676,1,Storage,Fellowes Econo/Stor Drawers,193.86,2,0.0,11.6316,2016,12,December,4,4,Sunday,1,96.93,6.0,48,Sunday,1,0,16,2
1229,CA-2017-100013,2017-11-06,2017-11-11,3,ZC-21910,Zuschuss Carroll,0,United States,266,3,90045,3,OFF-EN-10001219,1,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0.0,7.4872,2017,11,November,4,6,Monday,0,7.64,49.0,45,Monday,5,0,31,8
1230,CA-2017-100013,2017-11-06,2017-11-11,3,ZC-21910,Zuschuss Carroll,0,United States,266,3,90045,3,FUR-FU-10001424,0,Furnishings,Dax Clear Box Frame,8.73,1,0.0,2.9682,2017,11,November,4,6,Monday,0,8.73,34.0,45,Monday,5,0,31,6
1231,CA-2017-100013,2017-11-06,2017-11-11,3,ZC-21910,Zuschuss Carroll,0,United States,266,3,90045,3,OFF-AR-10001022,1,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0.0,1.7608,2017,11,November,4,6,Monday,0,2.84,31.0,45,Monday,5,0,31,3
1232,CA-2015-132570,2015-10-31,2015-11-02,2,KT-16480,Kean Thornton,0,United States,56,30,14215,1,OFF-AR-10000369,1,Art,Design Ebony Sketching Pencil,2.78,2,0.0,0.7228,2015,10,October,4,31,Saturday,1,1.39,26.0,44,Saturday,2,0,13,3
1233,CA-2015-132570,2015-10-31,2015-11-02,2,KT-16480,Kean Thornton,0,United States,56,30,14215,1,OFF-EN-10003055,1,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0.0,35.982,2015,10,October,4,31,Saturday,1,39.98,45.0,44,Saturday,2,0,13,7
1234,CA-2016-153682,2016-05-30,2016-06-01,0,BG-11695,Brooke Gillingham,1,United States,83,33,45231,1,TEC-CO-10001046,2,Copiers,Canon Imageclass D680 Copier / Fax,839.988,2,0.4,69.999,2016,5,May,2,30,Monday,0,419.994,8.333333333333332,22,Monday,2,1,8,5
1235,CA-2016-144344,2016-10-28,2016-10-28,1,PG-18820,Patrick Gardner,0,United States,47,8,33437,2,FUR-FU-10000076,0,Furnishings,24-Hour Round Wall Clock,47.952,3,0.2,13.7862,2016,10,October,4,28,Friday,0,15.984,28.75,43,Friday,0,1,26,6
1236,CA-2016-144344,2016-10-28,2016-10-28,1,PG-18820,Patrick Gardner,0,United States,47,8,33437,2,OFF-BI-10003719,1,Binders,Large Capacity Hanging Post Binders,37.425,5,0.7,-29.94,2016,10,October,4,28,Friday,0,7.484999999999999,-80.0,43,Friday,0,1,26,5
